순위,ISBN,상품번호,상품명,정가,판매가,YES포인트,저자,출판사,설명,할인율(%),설명길이
415,9791171717316,142968144,소란한 속삭임,13000,11700,650,예소연 저,위즈덤하우스,"“조용히 말하면 더 그럴싸하다고요.”
이상문학상, 이효석문학상, 문지문학상 수상 작가 예소연 신작 소설
서로의 귀에 슬픔을 속삭이는 사람들의 무해한 재잘거림과 다정한 연대

회사에 있는 아홉 시간보다 퇴근 후 지하철에서 보내는 한 시간을 더 끔찍해하던 ‘모아’는 어느 날 지하철에서 시끄럽게 구는 남성에게 거침없이 맞서는 ‘시내’를 보게 된다. 그리고 그 남성이 시끄럽다는 것에 동조했다는 이유로 ‘시내’는 ‘모아’에게 대뜸 “모임에 들어올 자격”을 부여한다. 홀린 듯 역 근처 벤치에 앉아 ‘시내’의 이야기를 듣던 ‘모아’는 그 모임이라는 것이 그러니까, 명칭은 ‘속삭이는 모임’이고 회원은 자신과 ‘시내’ 단둘뿐이며, 손을 세우고 입을 가린 다음 반드시 비밀이 아닌 것들을 속삭여야 한다는 사실을 알게 된다. 다음 날, 명동역 4번 출구에서 ‘예수천국 불신지옥’을 외치는 ‘수자’ 역시 조건부 입회를 주장하며 합류하게 되는데.",10.0,464
416,9791136799173,142953256,명탐정 코난 106 특장판,12000,10800,600,"Aoyama Gosho 글,그림 ",서울미디어코믹스(서울문화사),"헤이지 일행이 모티브가 된 연극을 보러 온 코난 일행. 헤이지는 그곳에서 카즈하에게 고백하기로 결심한다. 장소는 노을이 보이는 ‘나니와 하루카스’!! 그런데 살인사건이 발생하면서, 고백은 시간 제한에 걸리고 마는데….",10.0,121
417,9791173570643,142191426,한 권으로 끝내는 입시 전략,22000,19800,1100,권오현 저,21세기북스,"서울대학교 입학본부장, 국가교육과정 개정추진위원, 대입정책자문회의 위원, 대한민국인재상 중앙심사위원회 위원장, 교육부 재외교육지원센터장, 서울대학교 사범대학 교수… 교육을 위해 헌신하며 우리나라 입시의 근간을 지탱해온 ‘국내 최고 교육&입시 전문가’ 권오현 교수가 쓴 이 책은, 입시라는 커다란 관문 앞에서 막막함을 느끼는 학부모들을 위해 30년의 경험과 노하우를 담아 입시의 본질부터 최신 교육 트렌드까지 한 번에 꿰뚫어 내 자녀 맞춤 합격 전략을 설계하도록 돕는 입시 전략서이다.

지금 성적보다 더 높게, 원하는 대학으로 단숨에 데려가 줄 초·중·고 단계별 입시 전략을 단 한 권으로 정리한다. 교육과 입시의 기본으로 돌아가 복잡한 입시 제도와 입시 전형을 읽는 안목을 키워주고, 미래 대입의 핵심 키워드 ‘학생부종합전형’을 완전 해부함으로써 무조건 합격하는 필승 학생부를 만드는 노하우를 알려준다.",10.0,450
418,9791169663496,141186081,2025 문동균 한국사 문단속 적중 최종병기 FINAL 모의고사,15000,13500,150,문동균 편저,에스티유니타스,"합격을 약속하는 『2025 문동균 한국사 문단속 적중 최종병기 FINAL 모의고사』

『2025 문동균 한국사 문단속 적중 최종병기 FINAL 모의고사』는 12회(240문제)로 구성된 전범위 모의고사 교재이다. 출제 빈도가 높은 주제들을 선별하여 문제를 제작하고, 실제 시험과 가장 유사한 난이도로 구성하여 모의고사의 완성도를 높였다. 공무원 기출, 교과서, 평가원, 한능검을 아우르는 철저한 분석과 이를 바탕으로 한 합리적 예측 시스템을 통해 시험에 출제될 수 있는 내용들로만 엄선하여 문항에 반영하였다. 또한 자료 분석, 정답 해설, 오답피하기 코너를 통해 정답이 되는 선택지에 대한 해설은 물론, 오답 선택지에 대한 해설도 수록하여 수험생이 모든 문제의 자료와 선택지를 완벽히 이해할 수 있도록 하였으며 각 회별 합격자 컷을 통해 나의 위치와 실력을 점검하고 학습 계획과 방향성을 수립할 수 있다.",10.0,449
419,9791140702978,117117488,일본어 문법 무작정 따라하기,26000,23400,1300,후지이 아사리 저,길벗이지톡,"소리 패턴 학습법으로
듣기와 말하기 실력까지 한 번에 쌓는,
일본어 문법의 바이블!

16년 간 일본어 문법 분야 베스트셀러 자리를 굳건히 지키며 12만 독자의 사랑을 받은 『일본어 문법 무작정 따라하기』. 국내 최초로 문법도 귀로 들으면서 익히는 ‘소리 패턴 학습법’을 적용했다. 문법을 귀로 배우면 듣기와 회화 실력까지 보장된다. 또한 초급자가 꼭 익혀야 할 필수 단어 2,000개를 활용해 예문을 만들어 자연스럽게 단어 지식까지 넓힐 수 있는 장점이 있다. 혼자 공부해도 어렵지 않도록 다양한 코너를 추가하고 후지이 선생님 특유의 친절한 설명을 풍부하게 넣었다. 문법의 기본기를 제대로 잡을 수 있는 책, 두고두고 볼 수 있는 책을 찾는다면 후회 없는 선택이다. 예문 mp3 파일과 핵심정리 소책자 pdf를 홈페이지(www.gilbut.co.kr)에서 무료로 제공한다.",10.0,433
420,9791170400608,109857859,너무 잘하려고 애쓰지 마라,14000,12600,700,나태주 저,열림원,"“그래도, 그래도 말입니다.
두 손에 아직도 시가 쥐어져 있으니 이 얼마나 다행한 일인지요!”
힘든 시간을 지나 다시 반짝이는 오늘 앞에 선 우리에게
나태주 시인이 전하는 위로와 응원의 인사

작고 사소해 보이는 주변의 모든 존재를 애정 가득한 눈으로 시에 담아온 풀꽃 시인 나태주의 신작시집 『너무 잘하려고 애쓰지 마라』가 출간되었다. 힘든 시간을 지나 다시 반짝이는 오늘 앞에 선 우리에게 위로와 응원의 인사를 건네는 신작시 176편은 2020년 2월부터 2022년 2월까지 하루에 한 편, 또는 일주일에 한 편씩 눈앞에서 독자들을 만나는 마음으로 꾹꾹 눌러쓴 시들이다. 난데없이 닥쳐온 코로나19로 인해 “너나없이 고달픈” 시간을 보내는 때, “하루하루 피차의 안식과 평화, 자그만 행복을” 빌며 미처 전하지 못한 마음들을 담아 매일 써 내려간 시들이다. “소망의 끈을 놓지 않”고 내일을 기다릴 수 있기를, 분명하게 빛나는 희망들이 이 시집에 고스란히 담겨 있다.",10.0,487
421,9788954685825,108945045,여학교의 별 2,8500,7650,420,"와야마 야마 글,그림/현승희 역 ",문학동네,"전설의 1만 리트윗, SNS 화제의 그 만화
『여학교의 별』 두 번째 이야기

충격적으로 귀여운 선생님과 학생들의 지루할 틈 없는 유쾌한 티키타카!
“이 학교, 다니고 싶다.”

호시 선생님의 범상치 않은 졸업 사진은 도시 전설을 낳고, 배구부 학생들을 위해 기념품 제작에 나선 고바야시 선생님은 의외의 재능을 발견한다. 조금씩 밝혀지는 선생님들의 진짜 모습과, 시시함조차 사랑스러운 학생들의 엉뚱발랄 학교생활.",10.0,230
422,9788932924984,143753016,그녀를 지키다,22000,19800,1100,장바티스트 앙드레아 저/정혜용 역,열린책들,"★★★ 2023년 공쿠르상 수상
★★★ 2023년 프낙 소설상 수상

데뷔 이래 단 네 권의 소설로 프랑스 주요 문학상 19개를 수상한
지금 가장 뜨겁게 주목받는 작가, 장바티스트 앙드레아의 빛나는 걸작

펴내는 소설마다 프랑스의 주요 문학상을 휩쓸며 폭발적인 화제를 모으고 있는 장바티스트 앙드레아의 장편소설 『그녀를 지키다』가 정혜용 씨의 번역으로 열린책들에서 출간되었다. 세계 3대 문학상인 공쿠르상을 수상한 이 작품은 수도원 지하에 유폐된 피에타 석상에 숨겨진 비밀을 석공 미모의 굴곡진 삶을 통해 풀어 가면서, 파시즘이 득세하던 당시 이탈리아의 풍경을 섬세하게 묘사하고 그 속에서 태생적 한계와 사회적 난관에도 꺾이지 않는 인간 영혼의 아름다움을 설득력 있게 보여 준다.

영화감독이자 시나리오 작가이기도 한 장바티스트 앙드레아는 자신의 특기를 유감없이 발휘해 소설의 장면 장면을 마치 영화의 한 컷처럼 생동감 넘치게 담아 냈다.",10.0,469
423,9788936811532,90384709,빅터 프랭클의 죽음의 수용소에서,13000,11700,650,빅터 프랭클 저/이시형 역,청아출판사,"20세기를 대표하는 사상가이자 정신 의학자인 빅터 프랭클의 자전적인 에세이. 나치 강제 수용소에서 겪은 참혹한 고통을 건조하고 담담한 시선으로 술회한다. 그리고 자신의 이러한 경험을 분석해 정신 치료 기법인 로고테라피를 정립하고, 이 기법을 통해 인간이 어떻게 고난을 극복하고 삶을 살아가야 하는지 방향을 제시한다. 인간다움이란 무엇인가, 삶의 의미란 무엇인가에 대해 심리학적으로 접근하며 읽는 이에게 깊은 감동을 전한다.",10.0,236
424,9791191378696,142868637,배당성장주 투자 불변의 법칙,19800,17820,990,현영준(한라산불곰) 저,체인지업,"“한 분기에 월세를, 일 년 만에 월급을, 결국엔 연봉까지!”
일하지 않아도 자산의 눈덩이가 불어나는 배당성장주 은퇴 공식
리포트 1,583개, 10년의 성과를 담은 불변의 투자 전략서!

* 시세차익 + 안정적 고배당 + 간단한 절세
* 배당성장주 맞춤형 포트폴리오 & 리밸런싱 전략
* 실전으로 검증한 8가지 주요 기업 분석 지표 
* 주린이들이 궁금해하는 매매 타이밍, 배당 꿀팁 총정리 

주식투자의 매력에 빠져 다니던 대기업을 퇴사한 뒤, 단 6년 만에 조기 은퇴에 성공한 한라산불곰이 꼼꼼하게 정리한 배당성장주 투자의 모든 것. 배당투자는 심심하고 수익률도 낮다는 선입견을 부수며 2년 만에 자산을 5배로 불리고 해마다 첫 투자금만큼의 배당금을 받게 해준, 안정성과 시세차익까지 거머쥘 수 있는 가이드를 준비했다. 가장 매력적인 점은 단순한 가이드가 아닌, 자신의 투자의사 결정 과정을 아낌없이 풀어냈다는 것이다.",10.0,461
425,9791142308079,142661366,사카모토 데이즈 19 일반판,6500,5850,320,"스즈키 유우토 글,그림",대원,,10.0,3
426,9791158365141,142266412,감정 서커스,15000,13500,750,리디아 브란코비치 글그림/장미란 역,책읽는곰,"『감정 호텔』에 이은 또 하나의 걸작!
우리 내면의 빛을 찾아가는 여정,
감정 서커스로 초대합니다!

우리 마음속에는 비밀에 꽁꽁 싸인
아주 특별한 공간이 하나 있어요.
그곳엔 그림자가 살고 있지요.
그림자의 모습은 하루하루 달라요.
길 때도, 짧을 때도, 점잖게 굴 때도, 제멋대로 굴 때도 있지요.

내 안의 그림자와 즐겁게 춤출 준비가 됐나요?
지금 바로 감정 서커스 문을 활짝 열어 보세요!

우리 마음속에는 비밀에 꽁꽁 싸인 특별한 공간이 하나 있다. 너무나 꼭꼭 숨겨진 탓에 있는 줄도 모르고 지나칠 때가 많은 공간이 말이다. 그곳엔 우리 내면의 그림자가 산다. 그림자는 하루하루 다른 모습을 띤다. 길거나 짧을 때도 있고, 점잖게 굴거나 제멋대로 굴 때도 있다. 리카는 제 그림자를 외면해 보려 애써보지만, 그러면 그럴수록 그림자의 장난은 점점 더 짓궂어진다. 그러던 어느 날, 그림자는 겁먹은 리카를 무시무시한 감정 서커스로 데려간다.",10.0,475
427,9791167229328,142234379,2025 유휘운 행정법총론 실전동형 모의고사,11000,9900,110,유휘운 저,메가공무원(넥스트스터디),"『2025 유휘운 행정법총론 실전동형 모의고사』는 2025년 공무원 행정법 시험 대비를 위한 실전동형 모의고사 문제집으로, 실제 시험과 유사한 구성의 모의고사 6회분(총 120문제)을엄선하여 수록하였다. 최신 출제 경향에 맞추어 지문을 출제하고 실제 시험지와 유사한 느낌을 갖도록 문제지를 구성하여 실전과 같은 학습 효과를 얻을 수 있도록 하였다. 또한 기출 유형과 기출 지문 등 출제 경향을 철저히 분석한 문제 풀이를 통해 실전 감각을 극대화하고 실력과 약점을 정확히 점검할 수 있도록 하였다. 해설은 되도록 콤팩트하게 집약하되 필요한 부분에는 ‘PLUS’ 설명과 정리해설을, 처음 접할 최신 판례에서는 보다 상세한 해설을 추가 제공하여 효율적 학습이 가능하도록 구성하였다. 핵심 내용은 밑줄과 볼드 표시로 강조하여 학습 효율성과 편의성을 높이도록 하였다.",10.0,424
428,9791130655017,130135671,찬란한 멸종,21000,18900,1050,이정모 저,다산북스,"★ 국내 최고 과학 스토리텔러 ‘털보 관장’의 최신작! ★

★ JTBC 〈차이나는 클라스〉, tvN 〈어쩌다 어른〉 화제의 명강의 ★

★ 궤도, 김상욱 교수 강력 추천! ★
★ 2024년 올해의 청소년 교양도서 선정 추천도서 ★



“소설보다 재미있고 다큐보다 감동적이다!”

범고래, 네안데르탈인, 산호, 삼엽충… 

지구 생명체에게 듣는 46억 년의 놀라운 모험 



국내 최고의 과학 스토리텔러 ‘털보 관장’이 3년 만에 신작으로 돌아왔다. JTBC 〈차이나는 클라스〉, tvN 〈어쩌다 어른〉 등의 방송과 유튜브 채널에서 ‘지구의 역사’와 ‘인류 대멸종’을 주제로 강의해 누적 조회 수 1100만 회 이상을 기록하며 화제를 모았던 이정모 저자가 『찬란한 멸종』을 통해 멸종으로 보는 46억 년 지구의 역사를 본격적으로 스토리텔링한다.",10.0,418
